id,open,high,low,close,volume
149,106.0295,107.5307,105.4756,106.6619,365532
150,106.6619,109.2797,106.5914,109.268,476628
151,109.268,111.7324,108.4277,111.3236,360774
152,111.3236,111.8582,110.8626,111.5048,406819
153,111.5048,112.5855,111.3519,112.3902,311700
154,112.3902,112.9968,111.0895,111.1924,241476
155,111.1924,111.6404,111.0421,111.1581,163131
156,111.1581,111.3956,109.7927,110.0176,103799
157,110.0176,110.2069,107.4012,107.5396,267889
158,107.5396,108.7192,106.1868,108.5013,286086
159,108.5013,108.7265,108.2356,108.3592,130748
160,108.3592,109.9868,108.3043,109.3712,173440
161,109.3712,111.353,109.2869,111.2509,440807
162,111.2509,112.2645,110.4554,110.5136,308328
163,110.5136,110.6166,108.8618,108.9269,473478
164,108.9269,110.2933,108.7973,109.3732,230318
165,109.3732,111.5782,109.1049,111.262,303277
166,111.262,112.0738,109.7553,111.5438,103303
167,111.5438,112.4093,111.4533,111.7294,285157
168,111.7294,112.2442,110.5261,110.6915,437074
169,110.6915,111.9962,110.1946,111.9695,383040
170,111.9695,112.2924,110.441,110.5514,144961
171,110.5514,110.7986,109.9926,110.0836,51204
172,110.0836,111.2486,109.8782,110.6096,181066
173,110.6096,111.6606,110.4495,110.8825,359323
174,110.8825,111.6642,108.8986,109.3037,331276
175,109.3037,110.2917,106.8944,107.4534,341435
176,107.4534,109.0913,106.944,108.306,82134
177,108.306,109.3246,108.3018,108.9543,179874
178,108.9543,109.4966,106.4698,107.0077,364880
179,107.0077,108.8692,106.8031,108.6616,67937
180,108.6616,109.087,108.4789,108.6855,162665
181,108.6855,112.5999,108.3491,111.906,477853
182,111.906,112.6529,110.2206,110.2226,171279
183,110.2226,112.873,109.509,112.6629,462232
184,112.6629,113.3411,112.06,113.0643,335653
185,113.0643,113.0757,112.149,112.409,351560
186,112.409,113.792,112.0603,113.5118,362153
187,113.5118,114.6822,112.4064,112.6521,254671
188,112.6521,112.8264,110.4994,110.9055,486583
189,110.9055,111.246,108.6891,109.4192,294167
190,109.4192,109.6948,109.0883,109.2554,212800
191,109.2554,110.0406,109.2342,109.3405,297148
192,109.3405,109.8229,108.0948,108.3305,364212
193,108.3305,112.1761,108.0439,111.2467,121270
194,111.2467,111.8485,110.3466,110.5456,91944
195,110.5456,113.9097,110.3029,113.856,424464
196,113.856,114.8299,113.8479,114.0359,278992
197,114.0359,114.9744,113.2476,113.6185,298069
198,113.6185,114.4587,112.7256,113.4797,278708
199,113.4797,116.3421,113.3347,115.6553,236724
200,115.6553,118.8146,115.4163,118.2694,419247
201,118.2694,118.6815,116.4333,118.0106,270338
202,118.0106,118.3806,114.634,115.1339,205305
203,115.1339,115.3345,112.9312,113.3546,134893
204,113.3546,113.9315,112.7385,113.7206,155103
205,113.7206,113.9397,113.6946,113.7922,415134
206,113.7922,114.3492,110.9645,111.4489,419336
207,111.4489,113.2607,110.8742,113.1904,315581
208,113.1904,114.2944,112.4469,113.5989,248137
209,113.5989,113.6886,111.8749,111.9634,344651
210,111.9634,112.2817,109.9812,110.4456,486141
211,110.4456,111.0978,108.6534,109.2285,433553
212,109.2285,109.5386,106.4811,106.8591,192497
213,106.8591,107.6868,106.2706,106.3646,80789
214,106.3646,107.1296,105.2464,106.0731,498841
215,106.0731,106.6064,105.4632,106.0406,442660
216,106.0406,107.9952,105.7739,107.2734,456540
217,107.2734,110.0918,107.143,109.8377,115506
218,109.8377,111.8716,109.712,111.238,406633
219,111.238,111.7089,110.7594,111.5312,158373
220,111.5312,111.7684,109.8735,110.0182,257517
221,110.0182,110.402,109.0874,109.9894,455544
222,109.9894,110.2782,109.726,110.1494,248778
223,110.1494,110.6985,108.6838,109.0214,162544
224,109.0214,109.2093,107.5382,107.8135,223111
225,107.8135,107.8522,106.1275,106.7158,496711
226,106.7158,107.103,104.5335,105.8591,346203
227,105.8591,106.4974,105.2379,105.5622,72069
228,105.5622,106.022,102.9194,103.2826,456869
229,103.2826,104.155,102.3124,102.6769,336478
230,102.6769,103.2225,101.2875,101.8057,374417
231,101.8057,102.609,99.5103,100.2589,340853
232,100.2589,100.454,97.4168,97.9194,310808
233,97.9194,98.1354,97.6153,97.8473,129038
234,97.8473,100.6566,97.3877,100.2366,487170
235,100.2366,100.4497,96.7934,96.9801,421110
236,96.9801,97.8804,95.8656,95.9687,385951
237,95.9687,96.1786,95.3082,95.5762,484925
238,95.5762,96.0883,94.7674,95.3853,490974
239,95.3853,98.2232,94.7973,98.0387,56263
240,98.0387,100.5563,97.9133,100.0201,352772
241,100.0201,100.6055,98.5663,99.088,98755
242,99.088,99.0994,95.7771,95.8891,447905
243,95.8891,96.3072,92.7692,92.8015,420734
244,92.8015,93.692,92.5729,93.3348,233733
245,93.3348,96.5813,93.1397,95.6508,93736
246,95.6508,97.5022,95.4751,97.2972,254139
247,97.2972,98.0208,95.621,96.1124,384021
248,96.1124,96.4047,95.1645,95.5918,94559
249,95.5918,95.6261,93.936,94.059,216738
250,94.059,95.2084,93.516,93.943,434952
251,93.943,96.2393,92.6164,95.7947,211403
252,95.7947,96.0549,94.4592,94.6529,104971
253,94.6529,96.0568,94.2796,95.6073,318715
254,95.6073,96.4785,93.6554,93.773,159606
255,93.773,95.5914,92.9997,95.1328,143220
256,95.1328,96.4141,94.1464,96.1998,197851
257,96.1998,98.9932,95.2113,98.1339,115109
258,98.1339,98.4467,97.857,98.1867,128523
259,98.1867,98.2836,97.1254,98.0049,157069
260,98.0049,98.3903,97.7281,98.252,73579
261,98.252,98.8622,98.1412,98.1567,400107
262,98.1567,98.3962,96.4314,96.4514,276727
263,96.4514,96.9221,96.2432,96.872,284653
264,96.872,98.1168,93.5885,93.9245,77371
265,93.9245,93.9912,92.1907,92.4176,459365
266,92.4176,92.6013,90.7233,90.8147,323733
267,90.8147,92.0775,90.3921,91.9167,196333
268,91.9167,92.5313,90.4925,90.5133,254171
269,90.5133,90.6538,89.6807,89.9727,342912
270,89.9727,90.0676,86.3771,87.1702,146760
271,87.1702,87.2781,85.848,86.1394,237195
272,86.1394,87.9736,85.8427,87.5375,349298
273,87.5375,87.7419,86.7647,86.9297,424297
274,86.9297,87.1175,86.5449,86.6695,382458
275,86.6695,87.9833,86.1198,87.3932,198340
276,87.3932,87.7292,86.0729,86.3974,349403
277,86.3974,87.4092,86.1597,86.4028,320184
278,86.4028,86.7943,81.9977,82.525,145732
279,82.525,82.8219,81.1826,81.9338,215402
280,81.9338,83.8079,81.2826,83.7562,413249
281,83.7562,87.1638,83.4688,86.044,339214
282,86.044,87.1787,83.9749,84.1638,423257
283,84.1638,84.4773,83.9344,84.0603,202921
284,84.0603,85.0693,82.7885,82.8272,304844
285,82.8272,82.9887,82.0699,82.1535,385750
286,82.1535,82.2669,81.3663,81.8756,203403
287,81.8756,82.4583,80.1242,80.2329,88230
288,80.2329,80.5097,78.2231,78.3181,328027
289,78.3181,78.672,77.4655,77.7685,248919
290,77.7685,77.8901,75.4672,76.2969,101217
291,76.2969,76.4708,74.9387,75.1895,350209
292,75.1895,75.6707,73.4881,73.6293,319696
293,73.6293,74.9187,73.5638,74.8983,164983
294,74.8983,75.7187,74.8434,75.6893,386156
295,75.6893,76.7864,75.5203,76.3497,425009
296,76.3497,76.4166,74.4757,74.6572,437793
297,74.6572,74.9642,73.7815,74.9387,309091
298,74.9387,75.6427,73.1695,73.5194,237962
299,73.5194,73.8182,73.1125,73.7502,328156
300,73.7502,76.7084,72.773,76.1548,89658
301,76.1548,77.0909,75.6381,76.7814,228095
302,76.7814,76.9498,75.39,75.8131,199880
303,75.8131,77.2155,75.3627,76.6952,457665
304,76.6952,78.343,76.0412,77.8717,418526
305,77.8717,78.6462,77.6709,78.3093,321079
306,78.3093,79.1473,77.5808,79.1005,129715
307,79.1005,79.9287,79.0769,79.351,252007
308,79.351,79.9239,76.5226,76.8183,335884
309,76.8183,77.5227,74.4929,74.6923,80728
310,74.6923,75.0893,73.9263,74.0771,173603
311,74.0771,75.9575,73.8739,75.7519,75600
312,75.7519,77.3779,75.5779,77.2798,438912
313,77.2798,79.0982,76.723,78.5531,299442
314,78.5531,78.8293,77.4519,78.4789,252380
315,78.4789,79.9543,78.2321,79.2787,117887
316,79.2787,81.0302,79.1901,80.8139,454607
317,80.8139,81.4728,79.191,79.4986,161484
318,79.4986,79.9959,79.2671,79.4722,285236
319,79.4722,80.664,79.367,80.2582,202265
320,80.2582,82.4839,79.7491,81.7633,341287
321,81.7633,82.4649,81.5855,82.3752,375680
322,82.3752,82.978,80.3649,81.2708,442975
323,81.2708,81.8432,79.9864,80.2789,485463
324,80.2789,81.5179,79.8061,81.3593,317768
325,81.3593,82.7171,80.7265,82.5537,415933
326,82.5537,84.8645,81.73,84.4124,382448
327,84.4124,84.9741,83.3696,83.6885,212822
328,83.6885,83.8934,82.1989,82.4385,146386
329,82.4385,84.2634,82.3986,84.077,84724
330,84.077,85.0133,83.8856,84.8842,396893
331,84.8842,87.3624,84.4438,86.4701,394838
332,86.4701,87.12,86.1135,86.7895,123011
333,86.7895,88.7984,86.6804,88.0495,246953
334,88.0495,88.6858,86.8095,87.2085,156888
335,87.2085,87.3491,86.0498,86.0548,290305
336,86.0548,86.3867,83.5708,84.4173,261057
337,84.4173,85.5615,83.0534,85.1495,257755
338,85.1495,85.2468,83.2573,83.738,287356
339,83.738,86.6339,83.6516,86.4401,162501
340,86.4401,87.0831,84.8744,85.6635,299543
341,85.6635,88.5634,85.4203,87.9824,393402
342,87.9824,88.1373,85.9191,86.9936,116306
343,86.9936,87.4567,83.5455,83.6412,207313
344,83.6412,85.422,83.6136,85.2589,275903
345,85.2589,87.2981,85.1744,85.6909,468871
346,85.6909,86.3297,85.0772,85.9447,406121
347,85.9447,87.058,85.574,86.7452,112456
348,86.7452,86.8956,84.1905,84.7149,52363
349,84.7149,85.9119,84.3939,85.7283,377255
350,85.7283,85.9674,84.0571,84.0992,179645
351,84.0992,84.2476,83.1727,83.951,255701
352,83.951,86.0703,83.2548,85.2379,318532
353,85.2379,87.0958,85.2238,87.0338,243157
354,87.0338,88.1464,86.7888,87.8679,237455
355,87.8679,88.0496,87.3579,87.5427,286726
356,87.5427,89.0329,87.3849,87.4536,299368
357,87.4536,87.8116,85.2212,86.1479,164142
358,86.1479,87.0247,82.8777,82.9675,205161
359,82.9675,83.6669,82.632,82.7418,199633
360,82.7418,83.3459,80.146,80.3188,416078
361,80.3188,82.2755,79.5668,81.501,334281
362,81.501,82.0789,81.3338,82.0109,399285
363,82.0109,82.1204,80.4836,80.8046,68857
364,80.8046,81.6264,80.5599,81.0765,495105
365,81.0765,81.1786,79.9649,79.9716,210638
366,79.9716,80.1646,78.0116,78.9949,199366
367,78.9949,80.352,78.3612,80.0144,452586
368,80.0144,81.0354,77.5499,78.4314,273291
369,78.4314,78.4491,74.1316,75.0237,377186
370,75.0237,75.621,74.3748,74.698,420053
371,74.698,74.8221,72.7869,73.4311,187923
372,73.4311,74.9158,73.1144,74.4947,360394
373,74.4947,74.6129,73.9126,74.2318,499167
374,74.2318,74.4468,71.8302,73.2124,476556
375,73.2124,75.4397,72.6253,75.1162,355734
376,75.1162,77.4225,75.0351,77.1571,323407
377,77.1571,77.3656,76.3653,77.2351,214847
378,77.2351,78.7825,76.8006,78.3029,322292
379,78.3029,79.4029,76.1376,76.7262,308264
380,76.7262,79.0549,76.6335,78.5597,342302
381,78.5597,78.8069,78.5069,78.5615,224144
382,78.5615,78.9222,76.6578,76.805,167130
383,76.805,77.3601,71.8141,72.0611,271040
384,72.0611,76.0227,71.3793,75.3204,253419
385,75.3204,76.9521,74.6758,76.6295,430484
386,76.6295,78.0149,76.211,77.8193,79222
387,77.8193,78.0952,74.3003,74.7693,467296
388,74.7693,75.3454,72.1908,72.867,278940
389,72.867,73.825,72.2988,73.5936,61827
390,73.5936,76.0771,73.4339,75.6247,411647
391,75.6247,75.8441,73.2999,73.6685,499817
392,73.6685,74.4525,73.0694,74.3338,396124
393,74.3338,74.7702,73.6276,74.5949,252488
394,74.5949,74.7903,73.8075,74.2235,445082
395,74.2235,75.3302,73.6838,74.6286,244678
396,74.6286,78.3255,74.5388,78.1825,105872
397,78.1825,78.9434,77.836,78.6975,205710
398,78.6975,81.8031,78.3124,80.814,430670
399,80.814,81.5239,80.5604,80.8059,186271
400,80.8059,81.3838,80.4389,80.5623,125886
401,80.5623,81.4764,80.1291,81.3726,322312
402,81.3726,81.7262,78.8222,79.3603,421356
403,79.3603,79.8376,78.947,79.8106,343008
404,79.8106,79.8658,77.7675,78.2836,337546
405,78.2836,78.2923,75.8677,76.1767,267325
406,76.1767,80.0746,75.4611,79.8186,183845
407,79.8186,80.3692,79.2841,80.2914,141810
408,80.2914,81.2701,80.0225,80.9308,373263
409,80.9308,81.9188,80.3741,80.6356,216743
410,80.6356,81.0415,80.3476,80.5132,259912
411,80.5132,80.8884,80.0494,80.3891,222867
412,80.3891,81.3817,80.1386,81.0989,439388
413,81.0989,82.1925,80.7165,81.8169,393404
414,81.8169,82.4181,81.2011,81.2077,274441
415,81.2077,81.3087,80.5323,81.0909,485008
416,81.0909,81.1923,80.035,80.4904,72743
417,80.4904,80.5236,77.0697,77.3888,291510
418,77.3888,77.6932,75.559,75.994,447105
419,75.994,76.835,75.2982,75.635,306626
420,75.635,76.9837,75.0383,76.7674,83089
421,76.7674,76.7901,73.9387,74.2177,356179
422,74.2177,79.6458,73.295,78.6484,227256
423,78.6484,79.4655,77.8708,79.0284,139576
424,79.0284,79.6162,78.0532,78.0869,70386
425,78.0869,79.308,77.5419,78.9667,322817
426,78.9667,79.6826,78.9233,79.2389,325880
427,79.2389,82.9365,79.2106,81.6338,201368
428,81.6338,81.925,79.8283,80.3717,368932
429,80.3717,81.2467,79.0159,79.5226,490954
430,79.5226,81.947,79.0745,81.1751,376395
431,81.1751,81.2826,79.753,81.0428,402306
432,81.0428,81.7733,80.3952,81.6659,374630
433,81.6659,81.8191,80.393,80.8721,428525
434,80.8721,81.3247,78.7553,79.3603,64206
435,79.3603,80.1232,78.9295,80.0461,118144
436,80.0461,80.3883,79.5677,80.2006,398737
437,80.2006,83.3611,80.1847,82.8748,112137
438,82.8748,82.9922,81.9115,82.339,348002
439,82.339,82.4082,80.5422,81.054,204047
440,81.054,84.5081,80.3723,83.9842,374416
441,83.9842,84.5866,82.2997,82.5514,160933
442,82.5514,82.8848,81.7988,81.9262,487809
443,81.9262,82.3208,81.3539,81.5611,192668
444,81.5611,84.4986,80.6136,83.821,407932
445,83.821,84.0732,83.4913,83.7087,491072
446,83.7087,84.2266,81.2653,82.3958,412077
447,82.3958,82.7944,81.9822,82.0852,249069
448,82.0852,82.1083,80.1663,80.7369,140930
449,80.7369,81.016,77.2608,77.351,327054
450,77.351,77.6695,76.3887,76.582,351425
451,76.582,76.7201,73.9959,74.4844,372811
452,74.4844,75.6787,73.9776,74.9861,52331
453,74.9861,75.344,70.7316,71.7064,445279
454,71.7064,73.9732,71.6593,73.643,483761
455,73.643,74.2926,72.5271,72.7084,308360
456,72.7084,73.4902,72.1779,72.3534,471501
457,72.3534,73.31,72.1238,73.1491,463835
458,73.1491,73.6519,72.5114,72.5203,272922
459,72.5203,76.5542,71.6057,76.058,54170
460,76.058,76.2748,74.5838,74.6825,492347
461,74.6825,76.1504,73.1488,73.7109,472352
462,73.7109,74.0441,72.7882,73.2405,136765
463,73.2405,74.1128,72.8677,73.9192,133789
464,73.9192,74.2888,73.0379,74.2145,305501
465,74.2145,74.5674,73.555,74.2571,422145
466,74.2571,74.4691,71.7236,71.744,351165
467,71.744,72.3255,71.5756,72.073,167353
468,72.073,73.1627,71.2394,73.0867,479315
469,73.0867,73.8454,71.5899,72.3162,361745
470,72.3162,72.705,72.2208,72.473,188062
471,72.473,72.8038,70.388,71.0044,189940
472,71.0044,71.8282,68.8233,69.5721,182766
473,69.5721,69.804,68.5865,68.7791,386480
474,68.7791,69.831,68.4594,69.4228,297155
475,69.4228,69.536,67.4108,67.5912,161359
476,67.5912,67.6215,65.6723,66.6879,86841
477,66.6879,66.944,63.9094,64.4778,77791
478,64.4778,65.9559,64.3028,65.3889,307715
479,65.3889,66.5367,65.1424,66.1762,142430
480,66.1762,66.3654,65.9722,66.0812,279668
481,66.0812,67.1881,65.5307,66.6755,75981
482,66.6755,67.5571,66.3253,66.5377,375476
483,66.5377,67.0976,64.3279,64.3452,70380
484,64.3452,64.4468,62.2243,62.3747,497355
485,62.3747,62.9703,62.2586,62.8947,233990
486,62.8947,62.996,61.8948,62.7407,490249
487,62.7407,63.1551,61.297,61.7874,441329
488,61.7874,62.1918,61.453,61.7213,357228
489,61.7213,62.2506,60.4752,60.7385,130313
490,60.7385,61.3352,59.4565,59.5988,377536
491,59.5988,59.6613,59.1822,59.6202,353074
492,59.6202,60.3922,59.4504,59.8,420512
493,59.8,60.2825,59.6111,59.8216,376260
494,59.8216,63.9983,59.2288,63.3072,238658
495,63.3072,64.6526,62.9692,63.6206,95403
496,63.6206,64.3805,63.4793,63.7206,366478
497,63.7206,66.3175,63.422,66.0702,147771
498,66.0702,66.8135,65.9415,66.7018,276753
499,66.7018,67.5936,65.9772,66.028,319062
500,66.028,66.2337,64.3336,64.7222,185793
501,64.7222,66.6675,64.6457,66.092,77430
502,66.092,68.3149,65.7649,67.3392,460209
503,67.3392,67.7148,64.888,66.2265,473713
504,66.2265,66.7534,65.4538,66.337,193430
505,66.337,66.4797,65.0015,65.5994,263083
506,65.5994,67.6076,65.2562,67.3604,368409
507,67.3604,69.5453,66.1492,68.5032,300779
508,68.5032,68.7514,66.7228,67.0012,141501
509,67.0012,67.9015,64.826,64.9522,376063
510,64.9522,65.0966,64.0427,64.4107,353152
511,64.4107,65.0235,61.655,61.9758,375937
512,61.9758,64.8596,61.7693,64.3269,441263
513,64.3269,65.4147,61.2821,62.4529,482934
514,62.4529,64.2505,61.1292,62.7924,265514
515,62.7924,63.5676,62.4793,62.8874,298435
516,62.8874,66.162,62.4042,66.0839,290142
517,66.0839,66.3851,64.759,65.3435,94373
518,65.3435,65.9026,65.1361,65.202,427879
519,65.202,66.6882,64.6508,66.4415,149573
520,66.4415,67.6709,66.133,67.4345,470641
521,67.4345,67.6825,65.8063,66.0637,220927
522,66.0637,67.4554,65.5544,67.1613,344573
523,67.1613,67.5151,66.1342,66.7008,338762
524,66.7008,67.0038,63.1623,63.1802,407738
525,63.1802,65.041,62.0679,64.3434,293961
526,64.3434,64.6982,64.2081,64.5888,65220
527,64.5888,67.6417,64.1709,66.6524,235576
528,66.6524,66.8517,64.1283,64.4315,368226
529,64.4315,66.2434,63.9467,66.2093,350039
530,66.2093,68.1243,65.8253,67.697,269534
531,67.697,69.6216,67.0848,69.5953,173633
532,69.5953,69.8244,69.5822,69.7323,415920
533,69.7323,70.5368,68.2833,68.484,93341
534,68.484,68.6777,67.838,68.1007,286905
535,68.1007,68.9337,67.7154,68.572,232712
536,68.572,70.8429,67.9678,69.4467,151635
537,69.4467,70.3349,67.7126,68.2746,391813
538,68.2746,68.681,65.5651,65.8357,298715
539,65.8357,66.0535,65.5566,66.0297,245259
540,66.0297,67.7228,65.3988,67.5844,436082
541,67.5844,69.4482,67.252,69.1026,440652
542,69.1026,69.8078,68.7338,69.3757,70952
543,69.3757,72.9419,68.8565,72.4286,64805
544,72.4286,72.8203,71.0986,71.2866,482661
545,71.2866,71.7209,69.0292,69.1462,84621
546,69.1462,69.3401,67.3595,67.6756,425592
547,67.6756,68.3588,64.8123,65.2246,112977
548,65.2246,68.2182,65.1666,67.4178,275356
549,67.4178,67.9364,66.5364,67.9097,203266
550,67.9097,69.1613,66.674,69.013,228516
551,69.013,69.1885,68.7843,69.0672,270771
552,69.0672,74.4489,68.1306,73.7147,244331
553,73.7147,74.3793,72.1759,72.7719,409124
554,72.7719,73.8874,72.5706,73.8399,119399
555,73.8399,74.5283,73.3045,73.3328,97947
556,73.3328,73.7618,72.0125,72.0265,211962
557,72.0265,72.291,71.7182,71.9274,299633
558,71.9274,73.5363,71.8644,73.4397,209261
559,73.4397,75.501,73.2174,75.1284,181331
560,75.1284,76.6094,74.9921,76.4492,455511
561,76.4492,80.6593,76.175,79.8835,221329
562,79.8835,80.1557,79.1599,79.484,271905
563,79.484,81.1678,78.9779,80.9611,84614
564,80.9611,81.7862,80.5849,81.7822,331265
565,81.7822,81.9655,80.6261,80.9596,476970
566,80.9596,82.0994,80.3547,81.7558,411834
567,81.7558,82.152,80.7107,81.1068,488401
568,81.1068,81.3952,78.051,78.3829,476275
